,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,24.0,0.248,21.7,2.19,5,"2062,1610612741",101.9,0.067,0.455,244,5.4,88,2.0,0.361,45,35,13.4,-3.8,98.1,0.022,92.43,0.083,2062,A.J. Guyton,0.043,CHI,1610612741,9.9,0.477,0.221,10,0.222
1,29.0,0.22,21.9,1.92,5,"243,1610612755",95.3,0.125,0.501,490,10.2,220,4.6,0.449,48,22,30.6,3.4,98.7,0.02,91.55,0.128,243,Aaron McKie,0.073,PHI,1610612755,11.4,0.54,0.199,26,0.542
2,30.0,0.084,11.4,0.97,5,"1425,1610612751",94.9,0.165,0.526,439,5.4,231,2.8,0.526,82,30,18.9,4.8,99.7,0.087,92.98,0.102,1425,Aaron Williams,0.126,NJN,1610612751,11.7,0.568,0.179,52,0.634
3,27.0,0.044,7.6,0.54,5,"1502,1610612744",103.0,0.171,0.444,385,4.9,171,2.2,0.444,79,60,18.8,-7.2,95.8,0.105,96.2,0.069,1502,Adonal Foyle,0.137,GSW,1610612744,14.0,0.445,0.145,19,0.241
4,27.0,0.108,20.1,2.52,5,"1559,1610612742",106.5,0.129,0.521,359,6.2,179,3.1,0.499,58,18,23.9,6.3,112.8,0.056,95.64,0.083,1559,Adrian Griffin,0.093,DAL,1610612742,7.9,0.545,0.137,40,0.69
5,22.0,0.073,7.9,0.69,5,"1733,1610612754",101.7,0.151,0.476,484,11.0,230,5.2,0.475,44,22,29.8,-1.3,100.4,0.084,94.5,0.093,1733,Al Harrington,0.118,IND,1610612754,11.5,0.526,0.218,22,0.5
6,29.0,0.043,6.6,0.52,5,"673,1610612737",96.8,0.171,0.513,116,4.5,59,2.3,0.509,26,12,16.2,1.7,98.5,0.087,93.97,0.09,673,Alan Henderson,0.13,ATL,1610612737,12.5,0.527,0.17,14,0.538
7,31.0,0.123,10.5,1.12,5,"275,1610612752",106.1,0.086,0.489,1301,16.9,568,7.4,0.437,77,49,37.9,-6.3,99.8,0.015,92.9,0.095,275,Allan Houston,0.05,NYK,1610612752,9.4,0.54,0.258,28,0.364
8,27.0,0.266,13.3,1.4,5,"947,1610612755",95.7,0.093,0.422,1669,27.8,665,11.1,0.398,60,24,43.7,5.1,100.8,0.019,92.97,0.149,947,Allen Iverson,0.057,PHI,1610612755,9.5,0.489,0.371,36,0.6
9,32.0,0.067,6.6,0.48,5,"297,1610612748",96.8,0.206,0.517,866,11.5,447,6.0,0.516,75,41,32.7,1.1,97.9,0.088,89.39,0.132,297,Alonzo Mourning,0.149,MIA,1610612748,13.7,0.558,0.243,34,0.453
10,21.0,0.027,3.8,0.22,5,"2228,1610612756",106.5,0.193,0.517,118,2.2,61,1.2,0.517,53,26,8.5,-8.7,97.9,0.085,94.63,0.049,2228,Alton Ford,0.14,PHX,1610612756,17.6,0.573,0.175,27,0.509
11,23.0,0.036,7.0,0.27,5,"2264,1610612755",106.0,0.235,0.4,20,0.9,8,0.3,0.4,23,6,5.4,-3.8,102.2,0.13,91.24,-0.006,2264,Alvin Jones,0.182,PHI,1610612755,25.7,0.451,0.144,17,0.739
12,27.0,0.262,28.4,3.12,5,"1541,1610612761",100.7,0.089,0.447,971,11.8,403,4.9,0.415,82,40,35.8,-0.9,99.8,0.022,92.15,0.098,1541,Alvin Williams,0.054,TOR,1610612761,9.1,0.47,0.183,42,0.512
