,AGE,CFID,CFPARAMS,GP,L,MIN,PCT_AST_2PM,PCT_AST_3PM,PCT_AST_FGM,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_UAST_2PM,PCT_UAST_3PM,PCT_UAST_FGM,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,37.0,5,"920,1610612748",82,32,17.2,0.764,0.0,0.764,0.981,0.019,0.785,0.436,0.0,0.106,0.215,0.199,0.349,0.236,0.0,0.236,920,A.C. Green,MIA,1610612748,50,0.61
1,23.0,5,"2062,1610612741",33,27,19.0,0.608,0.852,0.692,0.641,0.359,0.515,0.374,0.409,0.035,0.076,0.207,0.141,0.392,0.148,0.308,2062,A.J. Guyton,CHI,1610612741,6,0.182
2,28.0,5,"243,1610612755",76,25,31.5,0.481,0.943,0.553,0.762,0.238,0.649,0.269,0.181,0.183,0.17,0.177,0.38,0.519,0.057,0.447,243,Aaron McKie,PHI,1610612755,51,0.671
3,29.0,5,"1425,1610612751",82,56,28.5,0.623,0.0,0.623,0.997,0.003,0.709,0.105,0.0,0.06,0.291,0.169,0.604,0.377,0.0,0.377,1425,Aaron Williams,NJN,1610612751,26,0.317
4,31.0,5,"228,1610612744",67,53,12.6,0.683,1.0,0.688,0.981,0.019,0.75,0.226,0.018,0.131,0.232,0.25,0.524,0.317,0.0,0.313,228,Adam Keefe,GSW,1610612744,14,0.209
5,26.0,5,"1502,1610612744",58,50,25.2,0.59,0.0,0.59,1.0,0.0,0.912,0.111,0.0,0.088,0.088,0.149,0.801,0.41,0.0,0.41,1502,Adonal Foyle,GSW,1610612744,8,0.138
6,26.0,5,"1559,1610612738",44,28,8.5,0.333,0.889,0.485,0.732,0.268,0.516,0.129,0.29,0.086,0.194,0.097,0.387,0.667,0.111,0.515,1559,Adrian Griffin,BOS,1610612738,16,0.364
7,21.0,5,"1733,1610612754",78,39,24.3,0.675,0.0,0.672,0.987,0.013,0.819,0.314,0.005,0.157,0.176,0.16,0.505,0.325,1.0,0.328,1733,Al Harrington,IND,1610612754,39,0.5
8,28.0,5,"673,1610612737",73,53,24.8,0.537,0.0,0.537,0.999,0.001,0.775,0.159,0.0,0.101,0.225,0.138,0.616,0.463,0.0,0.463,673,Alan Henderson,ATL,1610612737,20,0.274
9,30.0,5,"275,1610612752",78,33,36.6,0.437,0.75,0.493,0.791,0.209,0.611,0.47,0.197,0.053,0.191,0.147,0.141,0.563,0.25,0.507,275,Allan Houston,NYK,1610612752,45,0.577
10,26.0,5,"947,1610612755",71,21,41.9,0.37,0.786,0.424,0.831,0.169,0.602,0.253,0.133,0.224,0.265,0.207,0.349,0.63,0.214,0.576,947,Allen Iverson,PHI,1610612755,50,0.704
11,31.0,5,"297,1610612748",13,5,23.5,0.63,0.0,0.63,0.993,0.007,0.825,0.215,0.0,0.062,0.175,0.136,0.61,0.37,0.0,0.37,297,Alonzo Mourning,MIA,1610612748,8,0.615
12,26.0,5,"1541,1610612761",82,35,29.2,0.519,0.636,0.53,0.859,0.141,0.741,0.439,0.123,0.192,0.136,0.224,0.302,0.481,0.364,0.47,1541,Alvin Williams,TOR,1610612761,47,0.573
13,25.0,5,"1889,1610612739",82,52,34.7,0.244,0.529,0.254,0.936,0.064,0.671,0.262,0.039,0.213,0.289,0.158,0.409,0.756,0.471,0.746,1889,Andre Miller,CLE,1610612739,30,0.366
14,28.0,5,"692,1610612753",67,30,13.4,0.738,0.0,0.738,1.0,0.0,0.82,0.061,0.0,0.169,0.18,0.146,0.759,0.262,0.0,0.262,692,Andrew DeClercq,ORL,1610612753,37,0.552
15,23.0,5,"1950,1610612737",1,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950,Andy Panko,ATL,1610612737,1,1.0
16,29.0,5,"358,1610612756",4,2,27.6,0.462,0.5,0.467,0.778,0.222,0.667,0.256,0.154,0.103,0.179,0.154,0.41,0.538,0.5,0.533,358,Anfernee Hardaway,PHX,1610612756,2,0.5
17,25.0,5,"1712,1610612744",82,65,41.4,0.718,0.935,0.735,0.887,0.113,0.722,0.268,0.091,0.136,0.187,0.159,0.454,0.282,0.065,0.265,1712,Antawn Jamison,GSW,1610612744,17,0.207
18,26.0,5,"1853,1610612748",72,29,22.7,0.529,0.5,0.528,0.917,0.083,0.82,0.377,0.039,0.219,0.141,0.241,0.443,0.471,0.5,0.472,1853,Anthony Carter,MIA,1610612748,43,0.597
19,29.0,5,"924,1610612743",20,12,10.0,0.381,0.667,0.467,0.575,0.425,0.512,0.268,0.329,0.11,0.159,0.146,0.244,0.619,0.333,0.533,924,Anthony Goldwire,DEN,1610612743,8,0.4
20,26.0,5,"1533,1610612739",53,37,9.6,0.288,0.0,0.283,0.967,0.033,0.8,0.338,0.023,0.208,0.177,0.146,0.462,0.712,1.0,0.717,1533,Anthony Johnson,CLE,1610612739,16,0.302
21,34.0,5,"193,1610612748",80,31,40.7,0.483,0.0,0.483,1.0,0.0,0.713,0.191,0.0,0.044,0.287,0.15,0.522,0.517,0.0,0.517,193,Anthony Mason,MIA,1610612748,49,0.613
22,29.0,5,"292,1610612755",4,3,2.9,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,Anthony Miller,PHI,1610612755,1,0.25
23,31.0,5,"324,1610612750",75,33,28.3,0.673,0.91,0.75,0.65,0.35,0.526,0.354,0.379,0.145,0.095,0.178,0.172,0.327,0.09,0.25,324,Anthony Peeler,MIN,1610612750,42,0.56
24,24.0,5,"952,1610612738",81,46,41.9,0.353,0.932,0.533,0.649,0.351,0.518,0.092,0.35,0.11,0.132,0.191,0.426,0.647,0.068,0.467,952,Antoine Walker,BOS,1610612738,35,0.432
25,26.0,5,"1498,1610612759",79,24,26.1,0.378,0.865,0.509,0.689,0.311,0.54,0.18,0.298,0.258,0.162,0.231,0.36,0.622,0.135,0.491,1498,Antonio Daniels,SAS,1610612759,55,0.696
26,32.0,5,"213,1610612761",78,32,35.0,0.656,0.0,0.656,0.999,0.001,0.702,0.225,0.0,0.144,0.298,0.156,0.477,0.344,0.0,0.344,213,Antonio Davis,TOR,1610612761,46,0.59
27,30.0,5,"176,1610612757",12,6,6.0,0.692,0.0,0.692,1.0,0.0,0.839,0.323,0.0,0.065,0.161,0.194,0.516,0.308,0.0,0.308,176,Antonio Harvey,POR,1610612757,6,0.5
28,26.0,5,"686,1610612743",70,36,36.5,0.778,0.0,0.778,1.0,0.0,0.791,0.316,0.0,0.109,0.209,0.127,0.476,0.222,0.0,0.222,686,Antonio McDyess,DEN,1610612743,34,0.486
29,28.0,5,"1609,1610612758",9,1,2.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609,Art Long,SAC,1610612758,8,0.889
30,36.0,5,"717,1610612757",61,24,21.2,0.833,1.0,0.834,0.971,0.029,0.799,0.256,0.005,0.019,0.196,0.149,0.542,0.167,0.0,0.166,717,Arvydas Sabonis,POR,1610612757,37,0.607
31,26.0,5,"1506,1610612754",81,41,23.1,0.529,0.943,0.634,0.705,0.295,0.501,0.163,0.255,0.101,0.243,0.14,0.338,0.471,0.057,0.366,1506,Austin Croshere,IND,1610612754,40,0.494
32,36.0,5,"422,1610612759",55,15,23.4,0.481,0.0,0.478,0.98,0.02,0.858,0.361,0.01,0.184,0.132,0.142,0.497,0.519,1.0,0.522,422,Avery Johnson,SAS,1610612759,40,0.727
33,22.0,5,"1884,1610612766",82,36,38.9,0.432,0.788,0.506,0.714,0.286,0.573,0.131,0.225,0.24,0.202,0.212,0.442,0.568,0.212,0.494,1884,Baron Davis,CHH,1610612766,46,0.561
34,26.0,5,"1112,1610612765",80,48,34.5,0.549,1.0,0.551,0.991,0.009,0.838,0.07,0.006,0.103,0.156,0.142,0.768,0.451,0.0,0.449,1112,Ben Wallace,DET,1610612765,32,0.4
35,29.0,5,"223,1610612744",20,13,9.6,0.625,1.0,0.64,0.957,0.043,0.762,0.159,0.048,0.0,0.19,0.095,0.603,0.375,0.0,0.36,223,Bill Curley,GSW,1610612744,7,0.35
36,32.0,5,"182,1610612765",45,30,17.7,0.482,1.0,0.5,0.913,0.087,0.859,0.232,0.045,0.146,0.096,0.141,0.626,0.518,0.0,0.5,182,Billy Owens,DET,1610612765,15,0.333
37,33.0,5,"902,1610612739",47,30,17.1,0.348,0.5,0.352,0.933,0.067,0.767,0.457,0.026,0.159,0.207,0.237,0.31,0.652,0.5,0.648,902,Bimbo Coles,CLE,1610612739,17,0.362
38,30.0,5,"448,1610612753",80,39,31.7,0.702,0.0,0.699,0.995,0.005,0.773,0.031,0.005,0.167,0.222,0.17,0.742,0.298,1.0,0.301,448,Bo Outlaw,ORL,1610612753,41,0.513
39,28.0,5,"682,1610612744",53,39,31.7,0.458,0.745,0.525,0.668,0.332,0.529,0.092,0.241,0.217,0.23,0.242,0.437,0.542,0.255,0.475,682,Bob Sura,GSW,1610612744,14,0.264
40,28.0,5,"1517,1610612758",79,25,20.9,0.469,0.872,0.537,0.802,0.198,0.678,0.265,0.207,0.256,0.115,0.214,0.413,0.531,0.128,0.463,1517,Bobby Jackson,SAC,1610612758,54,0.684
41,24.0,5,"1719,1610612757",75,28,26.6,0.662,0.882,0.672,0.931,0.069,0.781,0.194,0.054,0.208,0.166,0.2,0.586,0.338,0.118,0.328,1719,Bonzi Wells,POR,1610612757,47,0.627
42,25.0,5,"1802,1610612741",57,47,25.2,0.671,1.0,0.673,0.987,0.013,0.661,0.162,0.006,0.046,0.333,0.149,0.499,0.329,0.0,0.327,1802,Brad Miller,CHI,1610612741,10,0.175
43,29.0,5,"699,1610612760",67,28,26.6,0.64,0.936,0.803,0.429,0.571,0.302,0.054,0.555,0.243,0.143,0.19,0.248,0.36,0.064,0.197,699,Brent Barry,SEA,1610612760,39,0.582
44,32.0,5,"85,1610612763",6,6,5.0,1.0,1.0,1.0,0.636,0.364,0.308,0.154,0.231,0.154,0.462,0.077,0.154,0.0,0.0,0.0,85,Brent Price,VAN,1610612763,0,0.0
45,25.0,5,"1510,1610612737",53,39,27.6,0.428,1.0,0.432,0.973,0.027,0.829,0.511,0.009,0.174,0.162,0.225,0.318,0.572,0.0,0.568,1510,Brevin Knight,ATL,1610612737,14,0.264
46,24.0,5,"2073,1610612765",15,10,8.3,0.9,0.0,0.9,0.839,0.161,0.645,0.258,0.0,0.226,0.355,0.194,0.387,0.1,0.0,0.1,2073,Brian Cardinal,DET,1610612765,5,0.333
47,29.0,5,"258,1610612748",82,32,33.8,0.719,0.0,0.719,0.999,0.001,0.774,0.267,0.0,0.058,0.226,0.171,0.507,0.281,0.0,0.281,258,Brian Grant,MIA,1610612748,50,0.61
48,35.0,5,"216,1610612747",80,25,22.9,0.607,0.976,0.701,0.672,0.328,0.58,0.195,0.299,0.059,0.121,0.152,0.385,0.393,0.024,0.299,216,Brian Shaw,LAL,1610612747,55,0.688
49,25.0,5,"1730,1610612746",39,23,14.9,0.594,0.0,0.594,1.0,0.0,0.8,0.1,0.0,0.144,0.2,0.119,0.7,0.406,0.0,0.406,1730,Brian Skinner,LAC,1610612746,16,0.41
50,30.0,5,"1477,1610612748",82,32,32.8,0.556,0.99,0.768,0.472,0.528,0.347,0.093,0.496,0.148,0.157,0.247,0.254,0.444,0.01,0.232,1477,Bruce Bowen,MIA,1610612748,50,0.61
51,21.0,5,"1743,1610612754",11,9,11.1,0.9,0.0,0.9,0.902,0.098,0.93,0.558,0.0,0.116,0.07,0.209,0.372,0.1,0.0,0.1,1743,Bruno Sundov,IND,1610612754,2,0.182
52,28.0,5,"735,1610612763",75,56,24.4,0.763,1.0,0.764,0.993,0.007,0.814,0.35,0.005,0.029,0.182,0.124,0.463,0.237,0.0,0.236,735,Bryant Reeves,VAN,1610612763,19,0.253
53,30.0,5,"179,1610612738",78,43,32.1,0.61,0.978,0.747,0.604,0.396,0.407,0.185,0.361,0.108,0.231,0.196,0.222,0.39,0.022,0.253,179,Bryant Stith,BOS,1610612738,35,0.449
54,26.0,5,"1724,1610612741",48,39,27.2,0.571,0.775,0.637,0.679,0.321,0.556,0.291,0.397,0.159,0.046,0.159,0.265,0.429,0.225,0.363,1724,Bryce Drew,CHI,1610612741,9,0.188
55,30.0,5,"935,1610612762",78,28,31.7,0.77,0.958,0.828,0.671,0.329,0.457,0.152,0.305,0.136,0.238,0.192,0.304,0.23,0.042,0.172,935,Bryon Russell,UTA,1610612762,50,0.641
56,24.0,5,"1898,1610612737",44,29,8.5,0.769,1.0,0.774,0.956,0.044,0.743,0.414,0.021,0.057,0.236,0.071,0.329,0.231,0.0,0.226,1898,Cal Bowdler,ATL,1610612737,15,0.341
57,29.0,5,"384,1610612743",9,4,16.9,0.8,0.0,0.8,1.0,0.0,0.952,0.476,0.0,0.095,0.048,0.476,0.476,0.2,0.0,0.2,384,Calbert Cheaney,DEN,1610612743,5,0.556
58,25.0,5,"1916,1610612742",55,36,16.9,0.667,0.0,0.667,1.0,0.0,0.819,0.266,0.0,0.068,0.181,0.137,0.553,0.333,0.0,0.333,1916,Calvin Booth,DAL,1610612742,19,0.345
59,30.0,5,"435,1610612745",39,18,14.0,0.72,0.0,0.72,0.991,0.009,0.838,0.034,0.0,0.112,0.162,0.156,0.804,0.28,0.0,0.28,435,Carlos Rogers,HOU,1610612745,21,0.538
60,31.0,5,"76,1610612748",40,18,13.9,0.684,1.0,0.752,0.681,0.319,0.605,0.123,0.253,0.226,0.142,0.207,0.483,0.316,0.0,0.248,76,Cedric Ceballos,MIA,1610612748,22,0.55
61,26.0,5,"1538,1610612739",55,36,17.5,0.733,1.0,0.735,0.969,0.031,0.86,0.323,0.013,0.294,0.128,0.226,0.536,0.267,0.0,0.265,1538,Cedric Henderson,CLE,1610612739,19,0.345
62,37.0,5,"891,1610612761",78,33,35.5,0.864,0.909,0.866,0.938,0.062,0.786,0.655,0.044,0.138,0.17,0.128,0.131,0.136,0.091,0.134,891,Charles Oakley,TOR,1610612761,45,0.577
63,30.0,5,"369,1610612752",61,26,24.5,0.205,0.672,0.406,0.531,0.469,0.406,0.139,0.464,0.104,0.129,0.206,0.268,0.795,0.328,0.594,369,Charlie Ward,NYK,1610612752,35,0.574
64,24.0,5,"1497,1610612750",77,35,23.3,0.4,0.877,0.54,0.67,0.33,0.491,0.247,0.307,0.212,0.202,0.213,0.244,0.6,0.123,0.46,1497,Chauncey Billups,MIN,1610612750,42,0.545
65,28.0,5,"685,1610612746",65,42,16.2,0.761,0.0,0.761,0.978,0.022,0.896,0.462,0.0,0.05,0.104,0.094,0.435,0.239,0.0,0.239,685,Cherokee Parks,LAC,1610612746,23,0.354
66,27.0,5,"713,1610612738",35,21,8.8,0.667,1.0,0.774,0.67,0.33,0.426,0.213,0.302,0.095,0.272,0.124,0.213,0.333,0.0,0.226,713,Chris Carr,BOS,1610612738,14,0.4
67,33.0,5,"164,1610612761",77,30,24.1,0.417,0.906,0.533,0.684,0.316,0.569,0.392,0.265,0.157,0.166,0.199,0.177,0.583,0.094,0.467,164,Chris Childs,TOR,1610612761,47,0.61
68,26.0,5,"1544,1610612737",47,36,19.2,0.612,1.0,0.631,0.919,0.081,0.73,0.27,0.057,0.195,0.214,0.157,0.459,0.388,0.0,0.369,1544,Chris Crawford,ATL,1610612737,11,0.234
69,36.0,5,"201,1610612756",53,19,11.5,0.483,0.0,0.483,1.0,0.0,0.806,0.028,0.0,0.042,0.194,0.139,0.778,0.517,0.0,0.517,201,Chris Dudley,PHX,1610612756,34,0.642
70,26.0,5,"1612,1610612744",8,8,18.6,0.286,0.0,0.286,0.811,0.189,0.737,0.421,0.0,0.211,0.263,0.105,0.316,0.714,0.0,0.714,1612,Chris Garner,GSW,1610612744,0,0.0
