,AGE,CFID,CFPARAMS,GP,L,MIN,PCT_AST_2PM,PCT_AST_3PM,PCT_AST_FGM,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_UAST_2PM,PCT_UAST_3PM,PCT_UAST_FGM,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,23.0,5,"201985,1610612754",56,33,15.5,0.106,0.767,0.379,0.508,0.492,0.415,0.161,0.439,0.127,0.146,0.195,0.254,0.894,0.233,0.621,201985,A.J. Price,IND,1610612754,23,0.411
1,25.0,5,"201166,1610612745",82,40,35.6,0.21,0.713,0.393,0.606,0.394,0.456,0.161,0.391,0.145,0.153,0.137,0.296,0.79,0.287,0.607,201166,Aaron Brooks,HOU,1610612745,42,0.512
2,25.0,5,"201189,1610612740",32,21,9.7,0.333,0.0,0.333,1.0,0.0,0.808,0.058,0.0,0.067,0.192,0.096,0.75,0.667,0.0,0.667,201189,Aaron Gray,NOH,1610612740,11,0.344
3,25.0,5,"201151,1610612741",26,15,9.0,0.3,0.6,0.343,0.787,0.213,0.531,0.035,0.133,0.221,0.336,0.204,0.496,0.7,0.4,0.657,201151,Acie Law,CHI,1610612741,11,0.423
4,25.0,5,"200747,1610612747",31,8,7.8,0.704,0.6,0.688,0.753,0.247,0.73,0.243,0.203,0.027,0.068,0.216,0.486,0.296,0.4,0.313,200747,Adam Morrison,LAL,1610612747,23,0.742
5,30.0,5,"1733,1610612752",72,46,30.5,0.38,0.943,0.556,0.603,0.397,0.483,0.107,0.329,0.101,0.188,0.15,0.376,0.62,0.057,0.444,1733,Al Harrington,NYK,1610612752,26,0.361
6,24.0,5,"201143,1610612737",81,29,35.1,0.652,1.0,0.653,0.999,0.001,0.812,0.207,0.003,0.106,0.186,0.151,0.605,0.348,0.0,0.347,201143,Al Horford,ATL,1610612737,52,0.642
7,25.0,5,"2744,1610612750",76,61,32.4,0.448,0.0,0.448,0.996,0.004,0.861,0.249,0.0,0.028,0.139,0.124,0.612,0.552,0.0,0.552,2744,Al Jefferson,MIN,1610612750,15,0.197
8,26.0,5,"201154,1610612764",75,50,27.7,0.621,0.636,0.622,0.954,0.046,0.769,0.284,0.041,0.205,0.19,0.201,0.485,0.379,0.364,0.378,201154,Al Thornton,WAS,1610612764,25,0.333
9,26.0,5,"201169,1610612750",15,10,6.4,0.438,1.0,0.471,0.821,0.179,0.627,0.118,0.059,0.216,0.314,0.118,0.51,0.563,0.0,0.529,201169,Alando Tucker,MIN,1610612750,5,0.333
10,22.0,5,"201582,1610612766",6,5,4.9,0.8,0.0,0.8,1.0,0.0,1.0,0.2,0.0,0.2,0.0,0.2,0.8,0.2,0.0,0.2,201582,Alexis Ajinca,CHA,1610612766,1,0.167
11,35.0,5,"947,1610612755",28,18,30.9,0.425,0.889,0.456,0.921,0.079,0.66,0.4,0.07,0.104,0.27,0.086,0.26,0.575,0.111,0.544,947,Allen Iverson,PHI,1610612755,10,0.357
12,23.0,5,"202087,1610612764",11,11,16.5,0.429,0.714,0.5,0.847,0.153,0.519,0.025,0.259,0.074,0.222,0.222,0.494,0.571,0.286,0.5,202087,Alonzo Gee,WAS,1610612764,0,0.0
13,27.0,5,"2405,1610612756",82,28,34.6,0.612,1.0,0.612,0.995,0.005,0.742,0.156,0.002,0.074,0.257,0.127,0.585,0.388,0.0,0.388,2405,Amar'e Stoudemire,PHX,1610612756,54,0.659
14,23.0,5,"101161,1610612761",82,42,17.7,0.678,0.0,0.678,0.988,0.012,0.814,0.067,0.0,0.227,0.186,0.17,0.748,0.322,0.0,0.322,101161,Amir Johnson,TOR,1610612761,40,0.488
15,27.0,5,"2760,1610612739",76,19,28.5,0.763,1.0,0.764,0.989,0.011,0.817,0.068,0.005,0.091,0.178,0.114,0.75,0.237,0.0,0.236,2760,Anderson Varejao,CLE,1610612739,57,0.75
16,23.0,5,"101154,1610612764",81,55,27.9,0.527,0.846,0.536,0.956,0.044,0.814,0.283,0.034,0.07,0.152,0.155,0.53,0.473,0.154,0.464,101154,Andray Blatche,WAS,1610612764,26,0.321
17,26.0,5,"2738,1610612755",82,55,38.9,0.415,0.809,0.49,0.729,0.271,0.574,0.221,0.201,0.245,0.225,0.223,0.353,0.585,0.191,0.51,2738,Andre Iguodala,PHI,1610612755,27,0.329
18,34.0,5,"1889,1610612757",82,32,30.5,0.273,0.75,0.292,0.912,0.088,0.677,0.225,0.042,0.14,0.281,0.148,0.452,0.727,0.25,0.708,1889,Andre Miller,POR,1610612757,50,0.61
19,24.0,5,"200745,1610612761",80,41,35.0,0.688,0.983,0.754,0.716,0.284,0.605,0.254,0.264,0.109,0.132,0.138,0.35,0.313,0.017,0.246,200745,Andrea Bargnani,TOR,1610612761,39,0.488
20,29.0,5,"1905,1610612762",58,21,29.0,0.729,1.0,0.758,0.815,0.185,0.634,0.169,0.113,0.177,0.253,0.215,0.465,0.271,0.0,0.242,1905,Andrei Kirilenko,UTA,1610612762,37,0.638
21,30.0,5,"2804,1610612758",75,53,19.7,0.529,0.99,0.718,0.576,0.424,0.435,0.151,0.454,0.135,0.112,0.112,0.283,0.471,0.01,0.282,2804,Andres Nocioni,SAC,1610612758,22,0.293
22,25.0,5,"101106,1610612749",69,29,32.3,0.524,0.0,0.524,0.998,0.002,0.864,0.086,0.0,0.037,0.136,0.13,0.778,0.476,0.0,0.476,101106,Andrew Bogut,MIL,1610612749,40,0.58
23,22.0,5,"101115,1610612747",65,18,30.4,0.587,0.0,0.587,0.999,0.001,0.802,0.059,0.0,0.082,0.198,0.122,0.743,0.413,0.0,0.413,101115,Andrew Bynum,LAL,1610612747,47,0.723
24,24.0,5,"2740,1610612744",33,23,23.1,0.704,0.0,0.704,1.0,0.0,0.976,0.012,0.0,0.036,0.024,0.084,0.964,0.296,0.0,0.296,2740,Andris Biedrins,GSW,1610612744,10,0.303
25,34.0,5,"1712,1610612739",66,34,36.5,0.697,1.0,0.751,0.762,0.238,0.636,0.183,0.206,0.087,0.157,0.119,0.453,0.303,0.0,0.249,1712,Antawn Jamison,CLE,1610612739,32,0.485
26,35.0,5,"1853,1610612743",54,22,15.9,0.559,1.0,0.658,0.652,0.348,0.656,0.222,0.283,0.189,0.061,0.206,0.433,0.441,0.0,0.342,1853,Anthony Carter,DEN,1610612743,32,0.593
27,35.0,5,"1533,1610612753",31,6,13.1,0.194,0.923,0.388,0.649,0.351,0.554,0.262,0.3,0.062,0.146,0.092,0.292,0.806,0.077,0.612,1533,Anthony Johnson,ORL,1610612753,25,0.806
28,24.0,5,"201627,1610612744",69,45,29.2,0.434,0.957,0.657,0.563,0.437,0.42,0.209,0.467,0.211,0.112,0.189,0.211,0.566,0.043,0.343,201627,Anthony Morrow,GSW,1610612744,24,0.348
