,AGE,CFID,CFPARAMS,GP,L,MIN,PCT_AST_2PM,PCT_AST_3PM,PCT_AST_FGM,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_UAST_2PM,PCT_UAST_3PM,PCT_UAST_FGM,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,24.0,5,"201166,1610612745",80,28,25.0,0.202,0.664,0.367,0.605,0.395,0.454,0.132,0.379,0.119,0.167,0.125,0.322,0.798,0.336,0.633,201166,Aaron Brooks,HOU,1610612745,52,0.65
1,24.0,5,"201189,1610612741",56,30,12.8,0.407,0.0,0.407,0.994,0.006,0.827,0.031,0.0,0.01,0.173,0.122,0.796,0.593,0.0,0.593,201189,Aaron Gray,CHI,1610612741,26,0.464
2,24.0,5,"201151,1610612737",55,22,10.2,0.14,0.778,0.25,0.791,0.209,0.531,0.123,0.167,0.185,0.302,0.179,0.407,0.86,0.222,0.75,201151,Acie Law,ATL,1610612737,33,0.6
3,24.0,5,"200747,1610612747",52,29,13.7,0.521,0.938,0.688,0.57,0.43,0.459,0.297,0.459,0.033,0.081,0.215,0.163,0.479,0.063,0.313,200747,Adam Morrison,LAL,1610612747,23,0.442
4,34.0,5,"1502,1610612753",10,4,6.2,0.429,0.0,0.429,1.0,0.0,0.824,0.0,0.0,0.0,0.176,0.118,0.824,0.571,0.0,0.571,1502,Adonal Foyle,ORL,1610612753,6,0.6
5,29.0,5,"1733,1610612752",73,46,34.9,0.313,0.906,0.504,0.612,0.388,0.491,0.131,0.349,0.103,0.159,0.178,0.361,0.687,0.094,0.496,1733,Al Harrington,NYK,1610612752,27,0.37
6,23.0,5,"201143,1610612737",67,26,33.5,0.663,0.0,0.663,0.998,0.002,0.807,0.212,0.0,0.094,0.193,0.155,0.595,0.337,0.0,0.337,201143,Al Horford,ATL,1610612737,41,0.612
7,24.0,5,"2744,1610612750",50,33,36.7,0.522,0.0,0.522,0.996,0.004,0.839,0.228,0.0,0.016,0.161,0.109,0.611,0.478,0.0,0.478,2744,Al Jefferson,MIN,1610612750,17,0.34
8,25.0,5,"201154,1610612746",71,55,37.4,0.572,0.9,0.586,0.925,0.075,0.752,0.278,0.05,0.132,0.198,0.154,0.474,0.428,0.1,0.414,201154,Al Thornton,LAC,1610612746,16,0.225
9,25.0,5,"201169,1610612756",30,15,9.4,0.614,0.875,0.654,0.81,0.19,0.638,0.101,0.174,0.333,0.188,0.239,0.536,0.386,0.125,0.346,201169,Alando Tucker,PHX,1610612756,15,0.5
10,26.0,5,"101165,1610612746",25,21,8.0,0.478,0.714,0.533,0.737,0.263,0.639,0.444,0.292,0.097,0.069,0.167,0.194,0.522,0.286,0.467,101165,Alex Acker,LAC,1610612746,4,0.16
11,21.0,5,"201582,1610612766",31,20,5.9,0.72,0.0,0.72,0.971,0.029,0.714,0.457,0.0,0.0,0.286,0.186,0.257,0.28,0.0,0.28,201582,Alexis Ajinca,CHA,1610612766,11,0.355
12,34.0,5,"947,1610612765",57,32,36.7,0.256,0.929,0.31,0.881,0.119,0.643,0.322,0.084,0.122,0.272,0.161,0.322,0.744,0.071,0.69,947,Allen Iverson,DET,1610612765,25,0.439
13,26.0,5,"2405,1610612756",53,23,36.8,0.571,0.667,0.572,0.991,0.009,0.707,0.206,0.008,0.064,0.285,0.141,0.501,0.429,0.333,0.428,2405,Amar'e Stoudemire,PHX,1610612756,30,0.566
14,22.0,5,"101161,1610612765",62,35,14.7,0.577,0.0,0.577,1.0,0.0,0.894,0.101,0.0,0.129,0.106,0.226,0.793,0.423,0.0,0.423,101161,Amir Johnson,DET,1610612765,27,0.435
15,26.0,5,"2760,1610612739",81,16,28.5,0.785,0.0,0.785,0.996,0.004,0.778,0.153,0.0,0.073,0.222,0.157,0.625,0.215,0.0,0.215,2760,Anderson Varejao,CLE,1610612739,65,0.802
16,22.0,5,"101154,1610612764",71,54,24.0,0.5,0.6,0.502,0.967,0.033,0.819,0.219,0.021,0.074,0.16,0.154,0.6,0.5,0.4,0.498,101154,Andray Blatche,WAS,1610612764,17,0.239
17,28.0,5,"2810,1610612766",4,2,10.3,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,1.0,2810,Andre Brown,CHA,1610612766,2,0.5
18,25.0,5,"2738,1610612755",82,41,39.9,0.491,0.65,0.515,0.772,0.228,0.6,0.192,0.156,0.254,0.245,0.239,0.408,0.509,0.35,0.485,2738,Andre Iguodala,PHI,1610612755,41,0.5
19,33.0,5,"1889,1610612755",82,41,36.3,0.291,0.6,0.301,0.949,0.051,0.714,0.269,0.034,0.188,0.253,0.146,0.444,0.709,0.4,0.699,1889,Andre Miller,PHI,1610612755,41,0.5
20,23.0,5,"200745,1610612761",78,48,31.5,0.692,0.975,0.77,0.696,0.304,0.519,0.228,0.297,0.068,0.184,0.126,0.291,0.308,0.025,0.23,200745,Andrea Bargnani,TOR,1610612761,30,0.385
21,28.0,5,"1905,1610612762",67,25,27.3,0.75,1.0,0.77,0.872,0.128,0.608,0.186,0.077,0.147,0.314,0.192,0.423,0.25,0.0,0.23,1905,Andrei Kirilenko,UTA,1610612762,42,0.627
22,29.0,5,"2804,1610612758",76,49,26.2,0.577,0.984,0.746,0.556,0.444,0.404,0.12,0.429,0.114,0.167,0.112,0.284,0.423,0.016,0.254,2804,Andres Nocioni,SAC,1610612758,27,0.355
23,24.0,5,"101106,1610612749",36,17,31.2,0.574,0.0,0.574,1.0,0.0,0.867,0.062,0.0,0.05,0.133,0.18,0.806,0.426,0.0,0.426,101106,Andrew Bogut,MIL,1610612749,19,0.528
24,21.0,5,"101115,1610612747",50,10,28.9,0.637,0.0,0.637,1.0,0.0,0.787,0.045,0.0,0.049,0.213,0.137,0.742,0.363,0.0,0.363,101115,Andrew Bynum,LAL,1610612747,40,0.8
25,23.0,5,"2740,1610612744",62,42,30.1,0.636,0.0,0.636,0.998,0.002,0.838,0.003,0.0,0.038,0.162,0.118,0.835,0.364,0.0,0.364,2740,Andris Biedrins,GSW,1610612744,20,0.323
