,AGE,CFID,CFPARAMS,GP,L,MIN,PCT_AST_2PM,PCT_AST_3PM,PCT_AST_FGM,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_UAST_2PM,PCT_UAST_3PM,PCT_UAST_FGM,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,33.0,5,"243,1610612747",14,5,8.7,0.667,0.0,0.667,0.833,0.167,0.857,0.571,0.0,0.0,0.143,0.0,0.286,0.333,0.0,0.333,243,Aaron McKie,LAL,1610612747,9,0.643
1,23.0,5,"101223,1610612744",19,6,6.2,0.333,0.0,0.333,1.0,0.0,0.75,0.5,0.0,0.125,0.25,0.0,0.25,0.667,0.0,0.667,101223,Aaron Miles,GSW,1610612744,13,0.684
2,34.0,5,"1425,1610612740",48,27,16.5,0.692,0.0,0.692,1.0,0.0,0.82,0.162,0.0,0.027,0.18,0.131,0.658,0.308,0.0,0.308,1425,Aaron Williams,NOK,1610612740,21,0.438
3,31.0,5,"1502,1610612744",77,45,23.7,0.691,0.0,0.691,1.0,0.0,0.881,0.087,0.0,0.041,0.119,0.151,0.794,0.309,0.0,0.309,1502,Adonal Foyle,GSW,1610612744,32,0.416
4,31.0,5,"1559,1610612742",52,12,23.9,0.571,0.0,0.571,0.99,0.01,0.827,0.295,0.0,0.097,0.173,0.152,0.532,0.429,0.0,0.429,1559,Adrian Griffin,DAL,1610612742,40,0.769
5,26.0,5,"1733,1610612737",76,52,36.6,0.491,0.985,0.55,0.843,0.157,0.687,0.276,0.14,0.089,0.172,0.167,0.411,0.509,0.015,0.45,1733,Al Harrington,ATL,1610612737,24,0.316
6,21.0,5,"2744,1610612738",59,36,18.0,0.492,0.0,0.492,0.989,0.011,0.815,0.069,0.0,0.052,0.185,0.188,0.746,0.508,0.0,0.508,2744,Al Jefferson,BOS,1610612738,23,0.39
7,23.0,5,"101187,1610612766",36,29,15.7,0.569,0.875,0.667,0.68,0.32,0.493,0.116,0.348,0.101,0.159,0.217,0.377,0.431,0.125,0.333,101187,Alan Anderson,CHA,1610612766,7,0.194
8,33.0,5,"673,1610612739",51,20,10.4,0.681,0.0,0.681,1.0,0.0,0.74,0.016,0.0,0.079,0.26,0.213,0.724,0.319,0.0,0.319,673,Alan Henderson,CLE,1610612739,31,0.608
9,23.0,5,"101165,1610612765",5,2,7.0,0.333,0.0,0.25,0.688,0.313,0.667,0.444,0.333,0.556,0.0,0.0,0.222,0.667,1.0,0.75,101165,Alex Acker,DET,1610612765,3,0.6
10,27.0,5,"2637,1610612759",1,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2637,Alex Scales,SAS,1610612759,1,1.0
