,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,33.0,0.147,42.5,5.5,5,"243,1610612747",100.9,0.168,0.25,12,0.9,3,0.2,0.25,14,5,8.7,-6.2,94.8,0.03,91.2,0.068,243,Aaron McKie,0.1,LAL,1610612747,7.7,0.272,0.06,9,0.643
1,23.0,0.308,43.8,2.18,5,"101223,1610612744",100.0,0.154,0.333,18,0.9,6,0.3,0.333,19,6,6.2,-3.9,96.0,0.0,96.64,0.064,101223,Aaron Miles,0.074,GSW,1610612744,20.1,0.405,0.113,13,0.684
2,34.0,0.036,6.8,0.57,5,"1425,1610612740",105.0,0.182,0.517,176,3.7,91,1.9,0.517,48,27,16.5,-3.2,101.8,0.096,90.89,0.063,1425,Aaron Williams,0.138,NOK,1610612740,12.1,0.551,0.138,21,0.438
3,31.0,0.028,7.5,0.41,5,"1502,1610612744",99.7,0.165,0.507,300,3.9,152,2.0,0.507,77,45,23.7,-0.3,99.4,0.086,95.16,0.064,1502,Adonal Foyle,0.126,GSW,1610612744,18.1,0.524,0.102,32,0.416
4,31.0,0.107,25.0,2.28,5,"1559,1610612742",100.1,0.148,0.48,204,3.9,98,1.9,0.48,52,12,23.9,9.1,109.2,0.075,89.72,0.081,1559,Adrian Griffin,0.112,DAL,1610612742,11.0,0.521,0.101,40,0.769
5,26.0,0.155,13.2,1.22,5,"1733,1610612737",109.7,0.177,0.479,1220,16.1,551,7.3,0.452,76,52,36.6,-5.8,103.9,0.056,91.93,0.105,1733,Al Harrington,0.114,ATL,1610612737,10.8,0.513,0.26,24,0.316
6,21.0,0.055,5.7,0.48,5,"2744,1610612738",102.9,0.232,0.499,379,6.4,189,3.2,0.499,59,36,18.0,-4.1,98.7,0.112,92.24,0.113,2744,Al Jefferson,0.172,BOS,1610612738,11.7,0.53,0.22,23,0.39
7,23.0,0.093,12.2,1.0,5,"101187,1610612766",101.7,0.1,0.481,181,5.0,75,2.1,0.414,36,29,15.7,-0.3,101.4,0.044,96.29,0.066,101187,Alan Anderson,0.071,CHA,1610612766,12.2,0.52,0.182,7,0.194
8,33.0,0.032,6.9,0.45,5,"673,1610612739",105.2,0.17,0.516,91,1.8,47,0.9,0.516,51,20,10.4,-3.4,101.8,0.128,91.33,0.078,673,Alan Henderson,0.148,CLE,1610612739,15.2,0.564,0.118,31,0.608
9,23.0,0.19,16.7,1.0,5,"101165,1610612765",125.4,0.138,0.281,16,3.2,4,0.8,0.25,5,2,7.0,-44.4,81.0,0.034,105.53,-0.012,101165,Alex Acker,0.086,DET,1610612765,16.7,0.281,0.228,3,0.6
10,27.0,0.0,0.0,0.0,5,"2637,1610612759",0.0,0.0,0.0,0,0.0,0,0.0,0.0,1,0,0.2,0.0,0.0,0.0,156.52,0.0,2637,Alex Scales,0.0,SAS,1610612759,0.0,0.0,0.0,1,1.0
11,31.0,0.331,17.9,2.15,5,"947,1610612755",105.1,0.071,0.467,1822,25.3,815,11.3,0.447,72,37,43.1,0.8,105.9,0.016,96.35,0.163,947,Allen Iverson,0.043,PHI,1610612755,8.4,0.543,0.354,35,0.486
