,AGE,BLK,BLKA,CFID,CFPARAMS,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PF,PFD,PLAYER_ID,PLAYER_NAME,PTS_2ND_CHANCE,PTS_FB,PTS_OFF_TOV,PTS_PAINT,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,,0.0,0.0,5,"1479,",1,1,0.288,0.0,0.515,0.0,0.515,0.0,0.0,1479,,0.0,0.0,0.0,0.0,,,0,0.0
1,26.0,0.057,0.0,5,"1425,1610612760",3,1,0.34,0.057,0.23,0.23,0.23,0.0,0.0,1425,Aaron Williams,0.0,0.0,0.115,0.0,SEA,1610612760.0,2,0.667
2,28.0,0.006,0.019,5,"228,1610612762",15,7,0.501,0.145,0.068,0.145,0.349,0.058,0.0,228,Adam Keefe,0.016,0.013,0.019,0.058,UTA,1610612762.0,8,0.533
3,25.0,0.004,0.004,5,"673,1610612737",4,3,0.495,0.106,0.11,0.133,0.384,0.051,0.0,673,Alan Henderson,0.051,0.02,0.031,0.102,ATL,1610612737.0,1,0.25
4,27.0,0.001,0.007,5,"275,1610612752",10,6,0.479,0.094,0.083,0.181,0.294,0.032,0.0,275,Allan Houston,0.032,0.049,0.056,0.078,NYK,1610612752.0,4,0.4
5,28.0,0.037,0.007,5,"297,1610612748",4,2,0.505,0.151,0.103,0.169,0.361,0.066,0.004,297,Alonzo Mourning,0.026,0.022,0.037,0.184,MIA,1610612748.0,2,0.5
6,39.0,0.039,0.0,5,"175,1610612757",2,2,0.431,0.233,0.311,0.427,0.543,0.194,0.0,175,Alton Lister,0.0,0.0,0.0,0.0,POR,1610612757.0,0,0.0
7,34.0,0.0,0.0,5,"194,1610612752",7,4,0.45,0.086,0.108,0.129,0.216,0.086,0.0,194,Anthony Bowie,0.0,0.0,0.0,0.043,NYK,1610612752.0,3,0.429
8,31.0,0.0,0.007,5,"193,1610612766",9,5,0.509,0.145,0.112,0.155,0.368,0.024,0.003,193,Anthony Mason,0.026,0.014,0.03,0.116,CHH,1610612766.0,4,0.444
9,26.0,0.015,0.015,5,"292,1610612737",4,3,0.482,0.121,0.03,0.106,0.302,0.076,0.0,292,Anthony Miller,0.03,0.06,0.06,0.091,ATL,1610612737.0,1,0.25
10,28.0,0.007,0.007,5,"324,1610612750",5,3,0.467,0.16,0.143,0.151,0.448,0.033,0.0,324,Anthony Peeler,0.048,0.009,0.026,0.048,MIN,1610612750.0,2,0.4
11,36.0,0.02,0.008,5,"156,1610612762",20,7,0.494,0.1,0.066,0.118,0.311,0.107,0.0,156,Antoine Carr,0.02,0.012,0.014,0.074,UTA,1610612762.0,13,0.65
12,29.0,0.02,0.006,5,"213,1610612754",16,6,0.504,0.13,0.085,0.166,0.332,0.072,0.001,213,Antonio Davis,0.035,0.004,0.03,0.059,IND,1610612754.0,10,0.625
13,23.0,0.019,0.035,5,"686,1610612756",4,3,0.463,0.127,0.131,0.131,0.408,0.038,0.0,686,Antonio McDyess,0.029,0.019,0.045,0.127,PHX,1610612756.0,1,0.25
14,33.0,0.013,0.029,5,"717,1610612757",4,3,0.448,0.088,0.164,0.118,0.538,0.08,0.0,717,Arvydas Sabonis,0.05,0.008,0.017,0.092,POR,1610612757.0,1,0.25
15,33.0,0.0,0.01,5,"422,1610612759",9,5,0.48,0.111,0.083,0.16,0.314,0.038,0.0,422,Avery Johnson,0.018,0.039,0.034,0.137,SAS,1610612759.0,4,0.444
16,30.0,0.0,0.014,5,"769,1610612766",9,5,0.501,0.124,0.141,0.158,0.336,0.038,0.0,769,B.J. Armstrong,0.014,0.014,0.021,0.027,CHH,1610612766.0,4,0.444
17,26.0,0.0,0.0,5,"223,1610612750",2,1,0.415,0.0,0.179,0.239,0.119,0.0,0.0,223,Bill Curley,0.0,0.0,0.0,0.0,MIN,1610612750.0,1,0.5
18,35.0,0.008,0.012,5,"82,1610612741",16,4,0.478,0.159,0.083,0.127,0.389,0.091,0.0,82,Bill Wennington,0.024,0.0,0.016,0.024,CHI,1610612741.0,12,0.75
19,25.0,0.0,0.017,5,"682,1610612739",3,2,0.512,0.017,0.168,0.252,0.37,0.067,0.0,682,Bob Sura,0.0,0.0,0.034,0.0,CLE,1610612739.0,1,0.333
