,AGE,BLK,CFID,CFPARAMS,DEF_RATING,DEF_WS,DREB,DREB_PCT,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PCT_BLK,PCT_DREB,PCT_STL,PLAYER_ID,PLAYER_NAME,STL,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,24.0,2,5,"243,1610612765",93.7,0.22,9,0.125,5,3,101.201666667,25,21,22,64,0.4,0.191,0.353,243,Aaron McKie,6,DET,1610612765,2,0.4
1,27.0,1,5,"228,1610612762",106.0,0.05,13,0.26,8,4,59.9416666667,13,10,31,58,0.143,0.371,0.182,228,Adam Keefe,2,UTA,1610612762,4,0.5
2,24.0,3,5,"673,1610612737",109.6,0.04,22,0.193,10,6,141.39,52,28,63,106,0.25,0.275,0.1,673,Alan Henderson,1,ATL,1610612737,4,0.4
3,26.0,3,5,"275,1610612752",98.6,0.61,20,0.066,9,3,374.971666667,107,87,128,270,0.111,0.09,0.083,275,Allan Houston,6,NYK,1610612752,6,0.667
4,27.0,46,5,"297,1610612748",94.3,1.37,129,0.227,17,9,650.713333333,166,114,229,452,0.622,0.321,0.122,297,Alonzo Mourning,11,MIA,1610612748,8,0.471
5,23.0,0,5,"1043,1610612753",109.0,0.0,3,0.75,2,2,7.41,0,4,2,8,0.0,0.75,0.0,1043,Amal McCaskill,0,ORL,1610612753,0,0.0
6,25.0,7,5,"358,1610612753",103.9,0.22,23,0.119,5,3,228.786666667,67,71,63,168,0.28,0.176,0.387,358,Anfernee Hardaway,12,ORL,1610612753,2,0.4
7,30.0,1,5,"193,1610612766",118.8,-0.11,28,0.311,3,3,137.638333333,33,30,37,120,0.111,0.412,0.059,193,Anthony Mason,1,CHH,1610612766,0,0.0
8,35.0,9,5,"156,1610612762",106.5,0.19,29,0.118,20,7,291.173333333,78,59,98,198,0.429,0.161,0.15,156,Antoine Carr,6,UTA,1610612762,13,0.65
9,32.0,3,5,"717,1610612757",116.2,-0.06,18,0.222,4,3,110.738333333,33,30,41,110,0.429,0.321,0.214,717,Arvydas Sabonis,3,POR,1610612757,1,0.25
10,28.0,8,5,"183,1610612741",95.6,0.68,40,0.154,19,4,346.775,75,40,70,196,0.267,0.208,0.247,183,Bison Dele,19,CHI,1610612741,15,0.789
11,26.0,2,5,"448,1610612746",106.3,0.05,8,0.178,3,3,70.2266666667,7,12,10,46,0.286,0.258,0.077,448,Bo Outlaw,1,LAC,1610612746,0,0.0
12,25.0,0,5,"699,1610612746",113.0,-0.01,6,0.095,3,3,87.3133333333,17,22,19,68,0.0,0.15,0.267,699,Brent Barry,4,LAC,1610612746,0,0.0
13,23.0,0,5,"967,1610612753",122.0,-0.01,0,0.0,2,2,7.61,3,4,2,8,0.0,0.0,1.0,967,Brian Evans,1,ORL,1610612753,0,0.0
14,31.0,1,5,"216,1610612753",114.9,-0.03,8,0.125,5,3,84.9083333333,27,28,30,64,0.111,0.182,0.111,216,Brian Shaw,1,ORL,1610612753,2,0.4
15,26.0,6,5,"935,1610612762",105.0,0.66,74,0.117,20,7,785.406666667,198,147,213,596,0.074,0.158,0.188,935,Bryon Russell,21,UTA,1610612762,13,0.65
16,37.0,4,5,"433,1610612752",96.3,0.39,27,0.179,10,4,200.326666667,32,49,44,135,0.286,0.237,0.068,433,Buck Williams,3,NYK,1610612752,6,0.6
17,36.0,0,5,"2,1610612747",90.1,0.37,12,0.105,8,4,138.905,33,24,23,78,0.0,0.146,0.053,2,Byron Scott,1,LAL,1610612747,4,0.5
18,25.0,2,5,"384,1610612764",112.0,0.0,5,0.051,3,3,126.003333333,44,27,50,102,0.125,0.088,0.25,384,Calbert Cheaney,3,WAS,1610612764,0,0.0
19,27.0,3,5,"76,1610612756",108.0,0.05,17,0.162,5,3,110.341666667,34,26,44,84,0.273,0.221,0.286,76,Cedric Ceballos,4,PHX,1610612756,2,0.4
20,34.0,7,5,"787,1610612745",108.3,0.28,128,0.242,16,7,623.476666667,181,138,237,500,0.13,0.349,0.202,787,Charles Barkley,19,HOU,1610612745,9,0.563
21,40.0,0,5,"279,1610612745",200.0,-0.02,0,0.0,1,0,1.68333333333,0,0,0,2,0.0,0.0,0.0,279,Charles Jones,0,HOU,1610612745,1,1.0
