,AGE,BLK,BLKA,CFID,CFPARAMS,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PF,PFD,PLAYER_ID,PLAYER_NAME,PTS_2ND_CHANCE,PTS_FB,PTS_OFF_TOV,PTS_PAINT,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,25.0,0.0,0.0,5,"358,1610612753",1,0,0.433,0.075,0.262,0.224,0.879,0.037,0.0,358,Anfernee Hardaway,0.056,0.037,0.093,0.318,ORL,1610612753,0,0.0
1,29.0,0.0,0.0,5,"423,1610612751",1,0,0.416,0.387,0.423,0.07,1.092,0.035,0.0,423,Chris Gatling,0.0,0.0,0.0,0.07,NJN,1610612751,0,0.0
2,24.0,0.0,0.0,5,"185,1610612764",1,0,0.399,0.086,0.344,0.229,0.803,0.086,0.0,185,Chris Webber,0.057,0.0,0.0,0.057,WAS,1610612764,0,0.0
3,27.0,0.0,0.0,5,"363,1610612737",1,0,0.432,0.103,0.172,0.172,0.755,0.069,0.0,363,Christian Laettner,0.069,0.0,0.0,0.103,ATL,1610612737,0,0.0
4,34.0,0.0,0.0,5,"96,1610612760",1,0,0.418,0.384,0.299,0.107,0.961,0.064,0.0,96,Detlef Schrempf,0.0,0.128,0.085,0.235,SEA,1610612760,0,0.0
5,31.0,0.032,0.032,5,"87,1610612737",1,0,0.499,0.063,0.19,0.317,1.174,0.0,0.0,87,Dikembe Mutombo,0.095,0.0,0.032,0.063,ATL,1610612737,0,0.0
6,25.0,0.024,0.0,5,"224,1610612747",1,0,0.4,0.144,0.144,0.048,0.793,0.024,0.0,224,Eddie Jones,0.048,0.0,0.0,0.144,LAL,1610612747,0,0.0
7,28.0,0.0,0.0,5,"56,1610612760",1,0,0.404,0.382,0.255,0.226,1.103,0.028,0.0,56,Gary Payton,0.0,0.057,0.028,0.212,SEA,1610612760,0,0.0
8,30.0,0.0,0.033,5,"779,1610612766",1,0,0.398,0.146,0.26,0.13,0.878,0.033,0.0,779,Glen Rice,0.033,0.098,0.033,0.39,CHH,1610612766,0,0.0
9,24.0,0.0,0.0,5,"255,1610612765",1,0,0.413,0.034,0.169,0.169,0.811,0.034,0.0,255,Grant Hill,0.051,0.101,0.034,0.135,DET,1610612765,0,0.0
10,34.0,0.0,0.0,5,"165,1610612745",1,0,0.409,0.306,0.252,0.252,1.15,0.036,0.0,165,Hakeem Olajuwon,0.0,0.0,0.072,0.18,HOU,1610612745,0,0.0
11,34.0,0.0,0.0,5,"247,1610612765",1,0,0.471,0.094,0.283,0.377,1.038,0.047,0.0,247,Joe Dumars,0.142,0.0,0.0,0.142,DET,1610612765,0,0.0
12,35.0,0.0,0.0,5,"304,1610612762",1,0,0.427,0.217,0.087,0.152,0.977,0.043,0.0,304,John Stockton,0.0,0.0,0.0,0.26,UTA,1610612762,0,0.0
13,33.0,0.04,0.02,5,"252,1610612762",1,0,0.419,0.161,0.121,0.141,0.945,0.0,0.0,252,Karl Malone,0.04,0.0,0.0,0.08,UTA,1610612762,0,0.0
14,21.0,0.046,0.0,5,"708,1610612750",1,0,0.415,0.511,0.139,0.07,0.86,0.046,0.0,708,Kevin Garnett,0.046,0.0,0.0,0.046,MIN,1610612750,0,0.0
15,26.0,0.0,0.0,5,"84,1610612744",1,0,0.406,0.441,0.176,0.176,0.97,0.018,0.0,84,Latrell Sprewell,0.035,0.176,0.106,0.265,GSW,1610612744,0,0.0
16,34.0,0.0,0.016,5,"893,1610612741",1,0,0.433,0.066,0.164,0.229,0.836,0.066,0.0,893,Michael Jordan,0.066,0.0,0.049,0.164,CHI,1610612741,0,0.0
17,32.0,0.0,0.0,5,"782,1610612758",1,0,0.4,0.276,0.295,0.184,1.013,0.037,0.0,782,Mitch Richmond,0.0,0.0,0.0,0.166,SAC,1610612758,0,0.0
18,31.0,0.0,0.0,5,"937,1610612741",1,0,0.402,0.099,0.132,0.066,0.809,0.0,0.0,937,Scottie Pippen,0.0,0.132,0.066,0.132,CHI,1610612741,0,0.0
19,27.0,0.0,0.0,5,"431,1610612760",1,0,0.399,0.282,0.188,0.3,1.107,0.0,0.0,431,Shawn Kemp,0.0,0.113,0.0,0.169,SEA,1610612760,0,0.0
20,27.0,0.0,0.023,5,"210,1610612739",1,0,0.403,0.117,0.234,0.187,0.935,0.047,0.0,210,Terrell Brandon,0.0,0.0,0.0,0.234,CLE,1610612739,0,0.0
21,30.0,0.0,0.0,5,"896,1610612748",1,0,0.374,0.185,0.317,0.211,0.871,0.0,0.0,896,Tim Hardaway,0.079,0.053,0.0,0.264,MIA,1610612748,0,0.0
22,27.0,0.0,0.0,5,"339,1610612750",1,0,0.402,0.273,0.099,0.074,0.77,0.074,0.0,339,Tom Gugliotta,0.074,0.0,0.099,0.099,MIN,1610612750,0,0.0
23,25.0,0.0,0.0,5,"452,1610612749",1,0,0.374,0.089,0.285,0.178,0.927,0.018,0.0,452,Vin Baker,0.178,0.0,0.036,0.285,MIL,1610612749,0,0.0
