,AVG_DRIB_PER_TOUCH,AVG_SEC_PER_TOUCH,ELBOW_TOUCHES,FRONT_CT_TOUCHES,GP,L,MIN,PAINT_TOUCHES,PLAYER_ID,PLAYER_NAME,POINTS,POST_TOUCHES,PTS_PER_ELBOW_TOUCH,PTS_PER_PAINT_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_TOUCH,TEAM_ABBREVIATION,TEAM_ID,TIME_OF_POSS,TOUCHES,W
320,0.43,1.61,43,215,35,21,347.0,71,203101,Miles Plumlee,93,86,0.14,0.887,0.86,0.251,CHA,1610612766,9.9,370,14
321,0.91,1.66,29,831,47,29,686.0,45,1627851,Mindaugas Kuzminskas,282,55,0.207,1.133,1.091,0.265,NYK,1610612752,29.4,1063,18
322,0.51,1.22,13,613,44,25,720.0,9,203141,Mirza Teletovic,306,16,0.154,0.778,0.625,0.268,MIL,1610612749,23.3,1141,19
323,2.38,2.99,42,1585,44,20,1181.0,14,101145,Monta Ellis,366,27,0.095,0.857,0.593,0.198,IND,1610612754,92.2,1848,24
324,0.49,1.37,122,825,45,12,863.0,148,1626149,Montrezl Harrell,428,158,0.336,1.196,1.139,0.299,HOU,1610612745,32.6,1431,33
325,0.26,1.28,188,1369,51,24,1606.0,255,1626167,Myles Turner,807,289,0.426,1.059,1.017,0.323,IND,1610612754,53.3,2500,27
326,0.64,1.34,20,911,55,33,947.0,30,202357,Nemanja Bjelica,319,31,0.3,1.0,0.903,0.181,MIN,1610612750,39.4,1765,22
327,0.32,1.34,115,748,47,14,809.0,174,2403,Nene,387,164,0.383,1.011,1.012,0.289,HOU,1610612745,29.8,1337,33
328,0.59,1.39,92,607,29,15,564.0,94,203457,Nerlens Noel,257,91,0.196,1.16,1.176,0.269,PHI,1610612755,22.1,956,14
329,0.6,1.31,15,89,14,9,81.0,12,2555,Nick Collison,16,9,0.067,1.0,1.0,0.104,OKC,1610612760,3.4,154,5
330,1.26,2.02,25,1390,51,33,1351.0,14,201156,Nick Young,702,16,0.4,0.857,0.75,0.415,LAL,1610612747,57.1,1692,18
331,1.69,2.3,84,2732,51,30,1768.0,42,201587,Nicolas Batum,767,57,0.345,0.714,0.579,0.227,CHA,1610612766,129.6,3373,21
332,1.0,1.81,6,263,36,25,246.0,4,1627852,Nicolas Brussino,64,5,0.5,1.0,0.8,0.175,DAL,1610612742,11.1,366,11
333,4.06,3.98,10,315,17,3,156.0,3,1627879,Nicolas Laprovittola,57,5,0.0,0.0,0.0,0.153,SAS,1610612759,24.7,372,14
334,1.73,2.01,29,1640,52,32,1423.0,24,203917,Nik Stauskas,478,31,0.345,0.792,0.645,0.223,PHI,1610612755,72.0,2148,20
335,0.69,1.84,246,1828,48,26,1289.0,204,203999,Nikola Jokic,775,216,0.199,1.191,1.157,0.256,DEN,1610612743,93.1,3030,22
336,0.4,1.25,29,1077,45,22,1005.0,54,202703,Nikola Mirotic,399,70,0.276,0.796,0.771,0.192,CHI,1610612741,43.4,2076,23
337,0.49,1.57,220,2101,55,35,1569.0,194,202696,Nikola Vucevic,767,262,0.432,0.887,0.71,0.212,ORL,1610612753,94.5,3622,20
338,0.62,1.29,44,390,48,28,634.0,57,203943,Noah Vonleh,153,63,0.114,0.614,0.651,0.159,POR,1610612757,20.7,961,20
339,2.06,2.49,11,845,51,22,878.0,16,1626181,Norman Powell,366,24,0.182,0.875,0.792,0.334,TOR,1610612761,45.4,1095,29
340,0.67,1.3,4,145,14,2,226.0,11,1627855,Okaro White,59,12,0.5,1.273,1.0,0.18,MIA,1610612748,7.1,328,12
341,0.21,1.1,14,282,30,18,457.0,56,201600,Omer Asik,85,61,0.0,0.857,0.82,0.126,NOP,1610612740,12.3,672,12
342,0.65,1.35,20,440,22,13,397.0,27,201956,Omri Casspi,129,33,0.2,0.741,0.606,0.179,NOP,1610612740,16.3,721,9
343,0.59,1.35,91,1453,54,20,1824.0,65,203490,Otto Porter,781,100,0.385,1.0,0.7,0.317,WAS,1610612764,55.2,2462,34
344,0.66,1.33,33,1365,54,38,1538.0,57,200782,PJ Tucker,388,75,0.242,0.561,0.56,0.177,PHX,1610612756,48.6,2197,16
345,0.38,1.1,43,508,46,17,761.0,64,1627783,Pascal Siakam,197,75,0.279,0.625,0.6,0.195,TOR,1610612761,18.6,1012,29
346,1.65,2.29,3,198,27,18,195.0,1,1626192,Pat Connaughton,52,2,0.0,2.0,1.0,0.198,POR,1610612757,10.0,262,9
347,3.24,3.6,18,1706,44,13,1343.0,27,201976,Patrick Beverley,424,28,0.111,0.407,0.464,0.195,HOU,1610612745,130.2,2170,31
348,1.35,2.01,12,593,46,8,571.0,7,1627775,Patrick McCaw,153,13,0.75,0.571,0.462,0.214,GSW,1610612744,24.0,716,38
349,0.34,0.98,30,833,39,16,1060.0,13,202335,Patrick Patterson,277,15,0.067,0.769,0.667,0.171,TOR,1610612761,26.5,1620,23
350,4.23,3.69,42,2308,54,12,1141.0,26,201988,Patty Mills,517,32,0.238,0.769,0.75,0.19,SAS,1610612759,167.6,2728,42
351,0.4,1.41,187,1232,37,8,979.0,94,2200,Pau Gasol,446,113,0.251,0.883,0.752,0.21,SAS,1610612759,49.7,2119,29
352,2.06,2.85,150,2184,45,21,1624.0,52,202331,Paul George,1031,48,0.42,0.635,0.667,0.37,IND,1610612754,132.3,2785,24
353,0.93,1.97,278,2447,52,21,1776.0,140,200794,Paul Millsap,927,164,0.245,0.707,0.75,0.271,ATL,1610612737,112.2,3420,31
354,0.54,1.35,2,145,13,6,153.0,2,1718,Paul Pierce,48,2,0.0,0.0,0.0,0.203,LAC,1610612746,5.3,236,7
355,1.01,1.81,7,264,21,11,338.0,9,1627835,Paul Zipser,95,8,0.429,0.222,0.375,0.239,CHI,1610612741,12.0,398,10
356,5.43,5.3,1,187,9,5,84.0,0,203510,Pierre Jackson,35,0,0.0,0.0,0.0,0.168,DAL,1610612742,18.4,208,4
357,0.33,1.08,5,174,18,17,182.0,12,203112,Quincy Acy,91,13,0.4,1.583,1.462,0.287,BKN,1610612751,5.7,317,1
358,1.78,2.44,0,8,3,1,9.0,0,1626154,RJ Hunter,0,0,0.0,0.0,0.0,0.0,CHI,1610612741,0.4,9,2
359,4.08,4.09,40,2632,45,23,1172.0,26,200765,Rajon Rondo,280,37,0.05,0.154,0.108,0.087,CHI,1610612741,218.3,3202,22
360,0.16,0.76,2,13,7,5,23.0,2,1626176,Rakeem Christmas,8,2,0.0,1.5,1.5,0.32,IND,1610612754,0.3,25,2
361,5.0,5.01,10,1498,48,27,768.0,11,201196,Ramon Sessions,296,18,0.5,0.909,0.667,0.181,CHA,1610612766,136.7,1638,21
362,3.19,3.58,7,1259,42,36,806.0,6,200751,Randy Foye,227,14,0.286,0.333,0.143,0.156,BKN,1610612751,87.0,1459,6
363,1.32,2.12,4,192,22,13,249.0,7,1626173,Rashad Vaughn,66,8,0.0,1.714,1.75,0.262,MIL,1610612749,8.9,252,9
364,4.06,3.99,1,340,29,11,213.0,8,203526,Raul Neto,64,7,0.0,0.875,0.714,0.166,UTA,1610612762,25.7,386,18
365,3.79,3.97,18,1929,53,20,1216.0,9,101109,Raymond Felton,413,19,0.0,0.556,0.158,0.17,LAC,1610612746,160.7,2430,33
366,0.46,1.37,14,197,14,8,217.0,14,203493,Reggie Bullock,68,13,0.286,0.929,0.923,0.265,DET,1610612765,5.9,257,6
367,5.59,5.52,2,2169,36,20,1023.0,3,202704,Reggie Jackson,548,6,1.0,0.0,0.667,0.22,DET,1610612765,229.2,2491,16
368,1.2,1.87,1,64,5,4,63.0,0,202130,Reggie Williams,25,1,0.0,0.0,0.0,0.309,NOP,1610612740,2.5,81,1
369,0.49,1.25,32,794,52,15,1024.0,51,2210,Richard Jefferson,268,64,0.063,0.667,0.563,0.207,CLE,1610612739,26.9,1295,37
370,0.3,1.28,121,549,30,21,466.0,87,1626158,Richaun Holmes,198,78,0.207,1.0,0.987,0.247,PHI,1610612755,17.1,802,9
371,5.07,5.12,24,3444,51,32,1637.0,27,201937,Ricky Rubio,453,28,0.083,0.222,0.214,0.111,MIN,1610612750,347.5,4069,19
372,0.55,1.34,38,1443,48,27,1491.0,55,203496,Robert Covington,560,63,0.184,1.0,0.937,0.254,PHI,1610612755,49.1,2203,21
373,0.41,1.43,161,1247,54,27,1534.0,208,201577,Robin Lopez,536,242,0.23,0.673,0.665,0.287,CHI,1610612741,44.6,1866,27
374,2.42,3.27,33,1432,39,12,1121.0,21,203918,Rodney Hood,528,20,0.394,1.048,0.95,0.323,UTA,1610612762,88.9,1634,27
375,1.23,1.7,31,1027,53,29,1390.0,54,203585,Rodney McGruder,334,62,0.161,0.63,0.548,0.236,MIA,1610612748,40.1,1414,24
376,3.61,4.06,10,767,25,15,465.0,6,201155,Rodney Stuckey,217,9,0.2,1.667,1.111,0.239,IND,1610612754,61.6,909,10
377,3.02,3.22,13,498,28,21,328.0,6,1627758,Ron Baker,93,10,0.538,0.167,0.1,0.155,NYK,1610612752,32.2,599,7
378,1.43,2.02,32,1307,47,40,1006.0,65,1626178,Rondae Hollis-Jefferson,374,72,0.531,0.908,0.75,0.181,BKN,1610612751,69.6,2065,7
379,3.13,3.79,0,7,2,1,7.0,0,101179,Ronnie Price,3,0,0.0,0.0,0.0,0.375,PHX,1610612756,0.5,8,1
380,0.34,1.26,45,390,42,23,671.0,107,201579,Roy Hibbert,217,113,0.133,0.963,0.947,0.344,MIL,1610612749,13.3,631,19
381,1.52,2.41,87,1292,30,19,1013.0,44,200752,Rudy Gay,562,58,0.414,0.955,1.0,0.332,SAC,1610612758,68.0,1691,11
382,0.28,1.37,257,1713,56,21,1881.0,350,203497,Rudy Gobert,732,341,0.128,1.043,1.07,0.219,UTA,1610612762,76.1,3338,35
383,4.95,5.35,102,4679,56,24,1945.0,48,201566,Russell Westbrook,1751,76,0.696,0.417,0.211,0.317,OKC,1610612760,492.3,5521,32
384,0.71,1.42,21,1473,54,16,1664.0,54,201583,Ryan Anderson,747,68,0.095,0.907,0.838,0.318,HOU,1610612745,55.7,2347,38
385,0.71,1.17,3,40,8,6,46.0,0,203527,Ryan Kelly,10,1,0.667,0.0,2.0,0.141,ATL,1610612737,1.4,71,2
386,0.29,1.25,55,381,49,31,651.0,79,1626257,Salah Mejri,136,79,0.2,0.937,0.861,0.156,DAL,1610612742,18.1,870,18
387,0.71,1.32,10,852,57,17,1126.0,48,1626155,Sam Dekker,427,57,0.6,0.979,1.0,0.273,HOU,1610612745,34.3,1562,40
388,2.04,2.49,5,299,28,18,230.0,2,2756,Sasha Vujacic,65,4,0.8,0.0,0.0,0.171,NYK,1610612752,15.7,380,10
389,2.95,3.2,22,2064,50,43,1296.0,23,203930,Sean Kilpatrick,661,37,0.545,0.609,0.622,0.277,BKN,1610612751,127.4,2385,7
390,5.22,5.22,13,1103,39,18,571.0,18,203902,Semaj Christon,123,31,0.0,0.444,0.258,0.098,OKC,1610612760,109.3,1257,21
391,0.35,1.37,121,1600,56,35,1710.0,151,201586,Serge Ibaka,846,182,0.339,0.947,0.907,0.302,TOR,1610612761,63.8,2800,21
392,4.67,4.34,20,2960,49,31,1095.0,9,200771,Sergio Rodriguez,405,18,0.2,0.444,0.333,0.125,PHI,1610612755,235.2,3253,18
393,4.46,4.52,27,2281,51,31,1444.0,7,203552,Seth Curry,594,14,0.148,0.571,0.286,0.223,DAL,1610612742,200.3,2661,20
394,1.06,1.86,8,764,53,33,1040.0,73,203498,Shabazz Muhammad,497,100,1.125,0.877,0.94,0.533,MIN,1610612750,28.9,933,20
395,4.26,4.38,1,473,32,20,246.0,2,203894,Shabazz Napier,111,1,0.0,0.0,0.0,0.203,POR,1610612757,39.8,546,12
396,2.97,3.4,31,1445,50,8,867.0,73,2733,Shaun Livingston,258,81,0.355,0.808,0.728,0.147,GSW,1610612744,99.4,1755,42
397,1.56,2.12,11,244,25,10,248.0,5,1627815,Sheldon McClellan,72,7,0.0,0.2,0.143,0.235,WAS,1610612764,10.8,307,15
398,4.32,4.27,17,1964,45,18,962.0,22,202714,Shelvin Mack,331,24,0.235,0.545,0.625,0.147,UTA,1610612762,160.8,2257,27
399,0.71,1.63,6,38,8,7,52.0,1,1627746,Skal Labissiere,20,4,0.0,2.0,0.5,0.333,SAC,1610612758,1.6,60,1
400,1.3,2.04,23,1307,54,31,1536.0,28,203524,Solomon Hill,363,32,0.043,0.893,0.906,0.201,NOP,1610612740,61.5,1809,23
401,3.65,4.06,4,1178,32,30,683.0,6,203915,Spencer Dinwiddie,214,7,0.25,0.5,0.714,0.145,BKN,1610612751,99.8,1476,2
402,0.68,1.64,75,689,33,20,578.0,85,201150,Spencer Hawes,228,81,0.173,1.188,1.099,0.228,MIL,1610612749,27.4,1000,13
403,1.39,2.04,16,861,52,27,870.0,6,1626169,Stanley Johnson,222,13,0.25,0.333,0.231,0.181,DET,1610612765,41.7,1227,25
404,3.65,3.87,71,3498,54,9,1808.0,85,201939,Stephen Curry,1339,110,0.549,0.729,0.582,0.321,GSW,1610612744,269.1,4174,45
405,0.33,1.3,8,34,9,6,36.0,2,1627757,Stephen Zimmerman,10,1,0.25,1.0,2.0,0.147,ORL,1610612753,1.5,68,3
406,0.4,0.92,0,11,8,2,22.0,0,200779,Steve Novak,5,0,0.0,0.0,0.0,0.238,MIL,1610612749,0.3,21,6
407,0.48,1.52,120,1246,54,22,1672.0,349,203500,Steven Adams,661,391,0.275,0.926,0.887,0.32,OKC,1610612760,52.3,2063,32
408,4.22,4.04,20,3474,53,33,1331.0,24,204456,T.J. McConnell,330,50,0.3,0.583,0.28,0.082,PHI,1610612755,272.6,4046,20
409,1.04,1.83,51,1162,41,29,1184.0,42,203933,TJ Warren,526,42,0.667,1.0,1.048,0.364,PHX,1610612756,44.1,1445,12
410,0.4,1.29,196,1676,52,26,1427.0,188,201959,Taj Gibson,608,269,0.342,0.878,0.848,0.199,CHI,1610612741,65.9,3060,26
411,0.37,1.36,99,607,46,28,749.0,127,204028,Tarik Black,276,148,0.192,0.945,0.905,0.235,LAL,1610612747,26.6,1176,18
412,1.41,2.26,6,372,32,16,351.0,7,1627752,Taurean Prince,116,10,0.667,1.143,1.0,0.238,ATL,1610612737,18.4,488,16
413,0.9,1.8,103,1236,50,31,1236.0,105,203093,Terrence Jones,565,127,0.447,1.095,1.055,0.278,NOP,1610612740,61.1,2035,19
414,1.4,1.91,22,933,52,23,1167.0,4,203082,Terrence Ross,540,4,0.591,0.5,1.0,0.422,ORL,1610612753,40.8,1279,29
415,3.97,3.99,15,1636,50,18,912.0,11,1626179,Terry Rozier,278,14,0.533,1.0,0.643,0.144,BOS,1610612738,128.8,1937,32
416,1.25,2.15,55,1179,43,18,1113.0,60,200757,Thabo Sefolosha,326,71,0.327,0.883,0.775,0.199,ATL,1610612737,58.5,1635,25
417,0.54,1.4,132,1325,44,19,1391.0,138,201152,Thaddeus Young,534,158,0.25,0.978,0.861,0.22,IND,1610612754,56.7,2424,25
418,0.72,1.54,42,376,34,24,374.0,43,203080,Thomas Robinson,131,38,0.238,0.651,0.579,0.175,LAL,1610612747,19.2,748,10
419,0.34,1.18,15,147,29,16,217.0,21,1627748,Thon Maker,99,29,0.0,0.762,0.966,0.333,MIL,1610612749,5.8,297,13
420,4.31,4.36,15,2146,40,25,1003.0,21,204025,Tim Frazier,345,34,0.0,0.524,0.441,0.136,NOP,1610612740,184.2,2536,15
421,1.65,2.2,27,1588,53,23,1335.0,34,203501,Tim Hardaway Jr.,703,55,0.444,1.265,0.927,0.36,ATL,1610612737,71.6,1954,30
422,3.44,3.77,1,53,13,9,44.0,0,1627817,Tim Quarterman,19,0,0.0,0.0,0.0,0.322,POR,1610612757,3.7,59,4
423,0.35,1.57,146,933,53,37,1089.0,165,202389,Timofey Mozgov,393,190,0.377,0.8,0.758,0.254,LAL,1610612747,40.6,1548,16
424,0.95,1.59,7,442,42,26,489.0,20,1627789,Timothe Luwawu-Cabarrot,160,22,0.0,0.45,0.909,0.231,PHI,1610612755,18.4,693,16
425,0.94,1.88,100,1862,56,29,1767.0,46,202699,Tobias Harris,905,56,0.42,1.261,1.179,0.275,DET,1610612765,103.3,3295,27
426,3.92,3.86,13,745,38,14,543.0,11,203107,Tomas Satoransky,116,14,0.308,0.818,0.929,0.127,WAS,1610612764,58.7,913,24
427,6.19,5.51,4,481,14,3,241.0,4,201962,Toney Douglas,77,6,0.0,0.5,0.333,0.139,MEM,1610612763,50.7,552,11
428,2.21,2.61,42,1362,48,21,1347.0,120,2754,Tony Allen,451,149,0.452,0.833,0.732,0.258,MEM,1610612763,76.1,1751,27
429,5.64,5.16,57,2337,42,10,1090.0,19,2225,Tony Parker,443,35,0.351,0.158,0.057,0.165,SAS,1610612759,230.0,2677,32
430,1.06,1.75,14,999,52,29,1492.0,17,203503,Tony Snell,423,24,0.286,1.059,0.917,0.303,MIL,1610612749,40.8,1396,23
431,1.2,1.74,0,67,17,10,91.0,1,1626203,Treveon Graham,23,3,0.0,0.0,0.333,0.232,CHA,1610612766,2.9,99,7
432,0.78,1.52,33,1704,57,17,1978.0,43,2772,Trevor Ariza,672,62,0.303,0.605,0.403,0.271,HOU,1610612745,62.9,2483,40
433,0.93,1.69,91,1661,46,39,1207.0,103,202344,Trevor Booker,475,127,0.275,0.777,0.74,0.167,BKN,1610612751,80.0,2843,7
434,5.04,4.69,39,1237,50,18,637.0,4,203504,Trey Burke,253,4,0.154,0.5,0.0,0.184,WAS,1610612764,107.8,1378,32
435,0.67,1.59,56,1373,56,21,1014.0,19,1626168,Trey Lyles,408,27,0.107,0.737,0.519,0.196,UTA,1610612762,55.4,2084,35
436,0.37,1.26,144,929,53,16,1590.0,190,202684,Tristan Thompson,428,174,0.236,0.989,1.063,0.208,CLE,1610612739,43.1,2053,37
437,1.1,1.71,54,774,42,18,736.0,8,203584,Troy Daniels,369,8,0.315,0.75,0.75,0.379,MEM,1610612763,27.8,974,24
438,1.05,1.79,10,371,23,8,412.0,14,1627786,Troy Williams,127,19,1.1,0.286,0.211,0.274,MEM,1610612763,13.9,464,15
439,4.64,4.7,28,2718,51,31,1253.0,15,201951,Ty Lawson,459,25,0.071,0.533,0.4,0.151,SAC,1610612758,237.9,3040,20
440,3.87,4.08,3,398,30,8,189.0,2,203898,Tyler Ennis,56,2,0.0,0.0,0.0,0.115,HOU,1610612745,33.2,488,22
441,3.02,3.27,82,2199,49,29,1506.0,31,204020,Tyler Johnson,678,46,0.293,0.613,0.543,0.237,MIA,1610612748,155.6,2859,20
442,5.02,4.51,6,597,34,26,304.0,2,1627755,Tyler Ulis,105,6,0.0,0.0,0.0,0.153,PHX,1610612756,51.7,688,8
443,0.45,1.33,59,397,33,13,361.0,53,203092,Tyler Zeller,115,59,0.271,0.736,0.695,0.204,BOS,1610612738,12.5,565,20
444,4.52,4.69,16,1027,26,13,474.0,5,201936,Tyreke Evans,248,7,0.125,0.8,0.571,0.207,SAC,1610612758,93.6,1198,13
445,0.38,1.22,105,802,44,31,1193.0,167,2199,Tyson Chandler,363,173,0.21,1.03,1.023,0.191,PHX,1610612756,38.5,1901,13
446,3.94,4.36,2,695,35,21,398.0,3,1626145,Tyus Jones,113,5,0.0,0.667,0.4,0.139,MIN,1610612750,59.0,812,14
447,0.54,1.46,14,96,15,10,129.0,16,2617,Udonis Haslem,31,16,0.357,0.688,0.5,0.181,MIA,1610612748,4.2,171,5
448,2.44,2.99,70,1824,47,20,1586.0,41,203506,Victor Oladipo,754,46,0.329,1.073,1.065,0.335,OKC,1610612760,112.0,2248,27
449,1.04,1.68,78,1215,49,22,1180.0,30,1713,Vince Carter,397,32,0.385,0.8,0.75,0.23,MEM,1610612763,48.2,1727,27
450,5.18,5.37,7,586,23,8,295.0,0,1627735,Wade Baldwin IV,79,1,0.0,0.0,0.0,0.117,MEM,1610612763,60.3,673,15
451,0.89,1.53,47,883,37,18,970.0,9,201961,Wayne Ellington,405,9,0.638,0.222,0.222,0.36,MIA,1610612748,28.8,1126,19
452,0.35,1.06,16,488,48,20,633.0,14,202325,Wesley Johnson,157,18,0.313,0.714,0.778,0.155,LAC,1610612746,17.9,1013,28
453,1.39,2.22,52,2134,52,32,1836.0,35,202083,Wesley Matthews,795,38,0.269,0.914,0.895,0.295,DAL,1610612742,99.9,2696,20
454,2.67,3.16,15,1647,41,21,1198.0,30,203115,Will Barton,573,36,0.533,1.067,0.944,0.298,DEN,1610612743,101.1,1922,20
455,0.61,1.77,145,540,50,29,649.0,142,1626161,Willie Cauley-Stein,288,141,0.29,1.0,1.007,0.338,SAC,1610612758,25.0,851,21
456,0.54,1.31,70,429,48,24,702.0,83,203186,Willie Reed,251,101,0.171,1.205,1.04,0.348,MIA,1610612748,15.8,722,24
457,0.32,1.29,127,830,49,29,769.0,113,1626195,Willy Hernangomez,322,137,0.173,0.947,0.839,0.202,NYK,1610612752,34.2,1595,20
458,1.49,2.2,36,1692,49,27,1512.0,69,201163,Wilson Chandler,761,88,0.278,0.986,0.909,0.313,DEN,1610612743,89.1,2428,22
459,5.12,4.77,13,900,20,13,482.0,4,1627812,Yogi Ferrell,196,5,0.385,1.25,0.6,0.192,DAL,1610612742,81.2,1021,7
460,2.19,2.9,40,2322,47,31,1749.0,13,203897,Zach LaVine,889,16,0.475,0.769,0.375,0.326,MIN,1610612750,131.5,2723,16
461,0.76,1.94,219,1509,49,20,1187.0,136,2216,Zach Randolph,691,168,0.196,0.956,0.929,0.307,MEM,1610612763,73.0,2253,29
462,0.41,1.4,118,715,43,6,803.0,127,2585,Zaza Pachulia,252,150,0.178,0.756,0.733,0.192,GSW,1610612744,30.7,1312,37
