,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,25.0,0.188,21.6,0.0,5,"358,1610612753",94.5,0.13,0.85,10,10.0,7,7.0,0.7,1,0,23.2,25.2,119.7,0.103,113.42,0.246,358,Anfernee Hardaway,0.115,ORL,1610612753,0.0,0.873,0.159,0,0.0
1,29.0,0.0,0.0,0.0,5,"423,1610612751",138.1,0.133,0.125,8,8.0,1,1.0,0.125,1,0,11.8,-29.0,109.2,0.067,116.5,-0.055,423,Chris Gatling,0.1,NJN,1610612751,0.0,0.125,0.247,0,0.0
2,24.0,0.154,22.2,0.67,5,"185,1610612764",109.7,0.273,0.25,4,4.0,1,1.0,0.25,1,0,13.9,-20.9,88.9,0.048,118.45,-0.031,185,Chris Webber,0.125,WAS,1610612764,33.3,0.25,0.16,0,0.0
3,27.0,0.111,28.7,1.5,5,"363,1610612737",90.6,0.167,0.6,5,5.0,3,3.0,0.6,1,0,25.2,41.5,132.1,0.103,112.34,0.092,363,Christian Laettner,0.136,ATL,1610612737,19.2,0.643,0.104,0,0.0
4,34.0,0.143,16.1,1.0,5,"96,1610612760",123.8,0.115,0.688,8,8.0,5,5.0,0.625,1,0,19.6,-21.3,102.5,0.091,113.83,0.089,96,Detlef Schrempf,0.104,SEA,1610612760,16.1,0.652,0.201,0,0.0
5,31.0,0.0,0.0,0.0,5,"87,1610612737",101.9,0.231,0.25,4,4.0,1,1.0,0.25,1,0,15.7,-13.0,88.8,0.15,103.48,0.059,87,Dikembe Mutombo,0.182,ATL,1610612737,17.0,0.307,0.142,0,0.0
6,25.0,0.2,22.9,1.0,5,"224,1610612747",80.3,0.0,0.75,4,4.0,3,3.0,0.75,1,0,16.6,37.4,117.8,0.067,121.09,0.105,224,Eddie Jones,0.027,LAL,1610612747,22.9,0.706,0.221,0,0.0
7,28.0,0.45,31.2,2.25,5,"56,1610612760",134.3,0.125,0.5,15,15.0,7,7.0,0.467,1,0,28.6,-36.8,97.6,0.0,116.81,0.121,56,Gary Payton,0.063,SEA,1610612760,13.9,0.535,0.263,0,0.0
8,30.0,0.048,3.7,1.0,5,"779,1610612766",110.8,0.0,0.5,24,24.0,10,10.0,0.417,1,0,24.5,14.3,125.2,0.031,120.56,0.083,779,Glen Rice,0.019,CHH,1610612766,3.7,0.523,0.347,0,0.0
9,24.0,0.083,15.7,0.67,5,"255,1610612765",96.6,0.036,0.667,6,6.0,4,4.0,0.667,1,0,24.4,20.0,116.6,0.08,117.09,0.079,255,Grant Hill,0.057,DET,1610612765,23.5,0.709,0.153,0,0.0
10,34.0,0.083,8.4,0.5,5,"165,1610612745",130.5,0.042,0.625,8,8.0,5,5.0,0.625,1,0,22.8,-53.2,77.3,0.0,116.0,0.05,165,Hakeem Olajuwon,0.019,HOU,1610612745,16.8,0.619,0.189,0,0.0
11,34.0,0.167,14.3,0.5,5,"247,1610612765",103.2,0.125,0.375,4,4.0,1,1.0,0.25,1,0,10.0,-18.3,84.9,0.0,102.22,-0.031,247,Joe Dumars,0.042,DET,1610612765,28.6,0.375,0.205,0,0.0
