,Year,Team,Assist_Distribution,Offensive_Rating
635,2012.0,OKC,9.36134885749,109.8
636,2012.0,UTA,8.78949793795,106.8
637,2012.0,MIL,8.45677805401,105.5
638,2012.0,SAC,6.95480913471,103.8
639,2012.0,MIA,10.8203008119,106.6
640,2012.0,PHO,15.155090423,106.2
641,2012.0,HOU,10.0023532379,105.5
642,2012.0,MIN,12.0494441867,104.3
643,2012.0,NYK,10.3298261239,104.4
644,2012.0,GSW,9.91400535079,105.4
645,2012.0,IND,6.40977320647,106.7
646,2012.0,LAC,13.2408882669,108.5
647,2012.0,LAL,6.91164617947,106.0
648,2012.0,POR,9.13521487505,105.7
649,2012.0,ATL,6.95572840924,104.9
650,2012.0,CHI,9.84083081513,107.4
651,2012.0,DAL,7.95579798429,103.3
652,2012.0,MEM,7.73178178661,104.0
653,2012.0,ORL,9.21220357191,105.0
654,2012.0,WAS,11.5913987331,101.0
655,2012.0,PHI,7.17362332016,103.9
656,2012.0,NJN,13.7587538128,102.9
657,2012.0,CLE,10.7833419231,101.1
658,2012.0,BOS,14.9345997459,101.0
659,2012.0,DET,6.56903575039,101.0
660,2012.0,TOR,11.8901645214,100.8
661,2012.0,NOH,10.9193599556,100.9
662,2012.0,CHA,11.0241246685,95.2
663,2013.0,DEN,10.7977712695,110.4
664,2013.0,HOU,9.12573998758,109.7
665,2013.0,OKC,11.6762871636,112.4
666,2013.0,SAS,10.3201322923,108.3
667,2013.0,MIA,10.9832674444,112.3
668,2013.0,LAL,10.3598245193,107.8
669,2013.0,GSW,10.056527304,106.4
670,2013.0,DAL,7.59920795028,105.9
671,2013.0,LAC,12.9004995164,110.6
672,2013.0,SAC,5.80149864245,106.2
673,2013.0,NYK,8.12914727883,111.1
674,2013.0,MIL,9.86361097335,103.6
675,2013.0,UTA,8.99349240113,106.7
676,2013.0,ATL,9.57857339748,104.8
677,2013.0,POR,8.38187437327,105.8
678,2013.0,TOR,11.3292803564,105.9
679,2013.0,BRK,10.4974288421,108.2
680,2013.0,BOS,11.2331701811,103.1
681,2013.0,CLE,8.94110275829,104.3
682,2013.0,MIN,11.457120221,102.9
683,2013.0,PHO,9.58045097969,101.2
684,2013.0,DET,9.25615178801,103.8
685,2013.0,IND,6.54351087209,104.3
686,2013.0,NOH,13.4584480824,105.7
687,2013.0,ORL,9.23907191942,101.6
688,2013.0,CHA,9.2760360129,101.5
689,2013.0,MEM,8.59183474585,104.9
690,2013.0,PHI,9.82660557548,102.0
691,2013.0,CHI,7.74981355799,103.5
692,2013.0,WAS,10.563175022,100.2
693,2014.0,LAC,13.0867048354,112.1
694,2014.0,HOU,7.43715739377,111.0
695,2014.0,MIN,11.888257063,108.9
696,2014.0,POR,7.83856415195,111.5
697,2014.0,OKC,10.6793742914,110.5
698,2014.0,SAS,7.55366569473,110.5
699,2014.0,PHO,9.02610891548,109.5
700,2014.0,DAL,8.29308148093,111.2
701,2014.0,DEN,10.3535499244,106.0
702,2014.0,GSW,10.8924094787,107.5
703,2014.0,LAL,12.0690676614,104.2
704,2014.0,MIA,10.2686970199,110.9
705,2014.0,TOR,10.7412748492,108.8
706,2014.0,ATL,9.31669862998,105.9
707,2014.0,DET,10.842640161,105.9
708,2014.0,WAS,11.8057894841,106.0
709,2014.0,SAC,9.80342081124,105.7
710,2014.0,NOP,10.0743102815,107.2
711,2014.0,PHI,7.61413734333,99.4
712,2014.0,NYK,8.20843275438,108.3
713,2014.0,BRK,7.65381740738,106.7
714,2014.0,CLE,9.0561927777,104.2
715,2014.0,CHA,9.19157688597,103.6
716,2014.0,IND,5.82549713852,104.1
717,2014.0,ORL,9.27621222923,101.7
718,2014.0,BOS,10.8873700349,102.9
719,2014.0,MEM,7.91972484446,106.3
720,2014.0,MIL,6.84759920038,103.0
721,2014.0,UTA,8.41039253695,103.5
722,2014.0,CHI,7.92386058733,102.5
723,2015.0,GSW,9.67011830553,111.6
724,2015.0,LAC,14.4380107401,112.4
725,2015.0,DAL,9.27021776736,109.5
726,2015.0,OKC,13.4982598233,107.8
727,2015.0,TOR,9.03243819933,111.0
728,2015.0,HOU,9.05562546232,107.0
729,2015.0,SAS,7.26635990993,108.5
730,2015.0,CLE,11.186728099,111.1
731,2015.0,POR,8.88975034694,108.2
732,2015.0,ATL,10.544438072,108.9
733,2015.0,PHO,8.32111010255,105.3
734,2015.0,DEN,12.5619700861,104.5
735,2015.0,BOS,10.4055456894,104.7
736,2015.0,SAC,8.38188150449,105.3
737,2015.0,CHI,7.30201671936,107.5
738,2015.0,NOP,10.6337470166,108.2
739,2015.0,LAL,8.20328872629,103.4
740,2015.0,WAS,13.7175623489,103.7
741,2015.0,DET,13.4969972663,105.3
742,2015.0,MEM,7.67937721675,105.7
743,2015.0,BRK,9.88939803489,104.4
744,2015.0,MIL,7.24469633443,102.7
745,2015.0,MIN,9.72144678877,102.9
746,2015.0,IND,7.87672388575,103.5
747,2015.0,ORL,8.47836698642,101.6
748,2015.0,UTA,6.47282370766,105.1
749,2015.0,MIA,9.10543718458,103.9
750,2015.0,CHO,8.94178027961,100.1
751,2015.0,PHI,11.4869806646,95.5
752,2015.0,NYK,5.32634521866,99.9
753,2016.0,GSW,9.525839739,114.5
754,2016.0,OKC,15.6960781767,113.1
755,2016.0,SAC,13.7137209284,106.0
756,2016.0,HOU,9.88324761498,108.3
757,2016.0,BOS,8.31846674703,106.8
758,2016.0,POR,9.31026099108,108.8
759,2016.0,LAC,15.0476209404,108.3
760,2016.0,CLE,11.1817598143,110.9
761,2016.0,WAS,13.0727755541,105.3
762,2016.0,SAS,6.54969312112,110.3
763,2016.0,CHO,8.14108460376,107.1
764,2016.0,ATL,9.76537972057,105.1
765,2016.0,TOR,9.36004322081,110.0
766,2016.0,NOP,11.8649753375,105.6
767,2016.0,MIN,10.8621488397,106.5
768,2016.0,DAL,8.63672349503,106.7
769,2016.0,IND,6.6540285277,104.6
770,2016.0,ORL,8.29110183299,105.1
771,2016.0,DET,10.4540973691,106.1
772,2016.0,DEN,7.5228366552,105.6
773,2016.0,CHI,7.59305743799,105.0
774,2016.0,PHO,7.06916634125,102.2
775,2016.0,MIA,9.12141204013,106.1
776,2016.0,MEM,8.41701791789,105.4
777,2016.0,MIL,6.75163334797,104.3
778,2016.0,BRK,9.2249389645,103.2
779,2016.0,NYK,5.96074369088,104.6
780,2016.0,UTA,5.83730124122,105.9
781,2016.0,PHI,10.9719541128,98.8
782,2016.0,LAL,6.8770465435,101.6
